Unnamed: 0,T,U,Сl,aoi,I
2016-10-14 14:00:00,5,81,75,39.2598777036264,48.1183333333333
2016-10-14 15:00:00,5,81,75,51.4115013556341,40.1583333333334
2016-10-14 16:00:00,5,87,75,64.6904858316018,10.0366666666667
2016-10-15 07:00:00,3,100,75,78.6388527592199,17.2566666666667
2016-10-15 08:00:00,3,93,75,64.8343138253587,37.5266666666667
2016-10-15 09:00:00,3,93,99,51.5935834387805,90.1
2016-10-15 10:00:00,4,93,99,39.4994882381927,104.198333333333
2016-10-15 11:00:00,4,87,75,29.9831581046611,104.666666666667
2016-10-15 12:00:00,4,81,75,26.048991772286,157.701666666667
2016-10-15 13:00:00,5,76,75,29.9831581046611,271.9
2016-10-15 14:00:00,5,76,75,39.4994882381927,221.158333333333
2016-10-15 15:00:00,5,81,75,51.5935834387805,33.03
2016-10-15 16:00:00,5,81,75,64.8343138253587,6.77666666666667
2016-10-16 07:00:00,1,93,99,78.7563105220381,10.415
2016-10-16 08:00:00,1,100,99,64.9779056890154,29.56
2016-10-16 09:00:00,2,100,99,51.7755828874991,76.5833333333333
2016-10-16 10:00:00,2,100,99,39.7387761392588,150.081666666667
2016-10-16 11:00:00,2,100,99,30.2992979229746,119.208333333333
2016-10-16 12:00:00,2,93,75,26.4128992930191,69.3783333333333
2016-10-16 13:00:00,3,87,75,30.2992979229746,58.5983333333333
2016-10-16 14:00:00,3,87,75,39.7387761392588,66.5833333333333
2016-10-16 15:00:00,3,87,75,51.7755828874991,67.33
2016-10-16 16:00:00,3,87,75,64.9779056890154,11.7333333333333
2016-10-17 07:00:00,0,100,99,78.8731865587383,21.6533333333333
2016-10-17 09:00:00,1,93,75,51.9573960072834,154.653333333333
2016-10-17 10:00:00,1,93,99,39.9776017523916,336.83
2016-10-17 11:00:00,2,81,75,30.6137276623719,434.935
2016-10-17 12:00:00,2,75,75,26.7737457627734,144.67
2016-10-17 13:00:00,2,81,75,30.6137276623719,39.1733333333333
2016-10-17 14:00:00,2,70,75,39.9776017523916,47.745
2016-10-17 15:00:00,2,70,75,51.9573960072834,27.3283333333333
2016-10-17 16:00:00,2,65,75,65.1211881135015,4.46500000000001
2016-10-18 07:00:00,1,100,99,78.9894311869605,22.0833333333333
2016-10-18 08:00:00,2,93,75,65.2640876876403,68.6666666666667
2016-10-18 09:00:00,2,93,75,52.1389191310833,97.47
2016-10-18 12:00:00,3,81,45,27.1314242549521,470.22
2016-10-18 13:00:00,4,81,45,30.9263010037509,432.31
2016-10-18 16:00:00,4,75,75,65.2640876876403,10.7
2016-10-19 07:00:00,2,93,45,79.1049948918736,23.925
2016-10-19 08:00:00,2,93,75,65.4065309594267,51.6783333333333
2016-10-19 12:00:00,4,81,75,27.4858287816988,116.55
2016-10-19 13:00:00,4,81,75,31.2368741391239,115.565
2016-10-19 14:00:00,4,81,75,40.4533128180282,71.4516666666667
2016-10-19 15:00:00,4,81,75,52.3200487086563,31.84
2016-10-19 16:00:00,4,81,99,65.4065309594267,9.09
2016-10-20 07:00:00,3,87,99,79.2198283601856,20.7766666666667
2016-10-20 09:00:00,3,93,75,52.5006813937486,121.798333333333
2016-10-20 10:00:00,4,87,75,40.6899245348961,125.935
2016-10-20 11:00:00,4,87,75,31.5453057453617,88.0633333333333
2016-10-20 12:00:00,4,87,75,27.8368543253035,75.8916666666667
2016-10-20 13:00:00,5,81,75,31.5453057453617,53.63
2016-10-20 14:00:00,5,81,75,40.6899245348961,31.795
2016-10-20 15:00:00,5,81,75,52.5006813937486,13.5133333333333
2016-10-20 16:00:00,5,81,75,65.548444496528,3.275
2016-10-21 07:00:00,3,100,99,79.3338825135795,6.72666666666667
2016-10-21 08:00:00,3,100,99,65.6897549459461,16.2366666666667
